Kilometres,Zone,Bonus,Make,Insured,Claims,Payment,PP
2,3,6,4,193.65,6,11444,59.09630777
2,3,6,5,452.37,30,201310,445.0118266
2,3,6,6,834.26,38,182641,218.9257546
2,3,6,7,367,17,76297,207.893733
2,3,6,8,126.83,8,27834,219.4591185
2,3,6,9,10730.07,492,2038707,189.9994129
2,3,7,1,10469.92,325,1401833,133.891472
2,3,7,2,2071.24,68,353788,170.8097565
2,3,7,3,2180.19,59,324185,148.6957559
2,3,7,4,917.17,19,73569,80.21304665
2,3,7,5,2435.19,86,468488,192.3825246
2,3,7,6,4857.97,121,605098,124.5577885
2,3,7,7,2416.4,83,349608,144.6813441
2,3,7,8,704.42,22,134382,190.7697113
2,3,7,9,60140.2,2044,10518198,174.8946295
2,4,1,1,1493.99,226,1107859,741.5437854
2,4,1,2,131.48,14,103393,786.3781564
2,4,1,3,88.79,8,112948,1272.080189
2,4,1,4,774.1,39,121494,156.9487146
2,4,1,5,372.41,66,369471,992.1081604
2,4,1,6,1295.44,109,492597,380.2545853
2,4,1,7,240.77,23,51380,213.3986792
2,4,1,8,44.59,8,20312,455.5281453
2,4,1,9,13502.14,1442,7243260,536.4527401
2,4,2,1,1402.82,119,614064,437.7354187
2,4,2,2,157.16,13,37643,239.5202342
2,4,2,3,87.93,4,16203,184.2715797
2,4,2,4,727.28,35,212362,291.9948301
2,4,2,5,317.39,38,204612,644.6705945
2,4,2,6,1299.16,65,566535,436.0779273
2,4,2,7,250.94,18,128549,512.2698653
2,4,2,8,52.96,5,35588,671.978852
2,4,2,9,12692.5,849,4327298,340.9334646
2,4,3,1,1388.66,99,691234,497.7705126
2,4,3,2,177.33,5,45982,259.3018666
2,4,3,3,107.04,4,14953,139.695441
2,4,3,4,497.4,15,38416,77.2336148
2,4,3,5,280.1,23,235331,840.1677972
2,4,3,6,1084.19,46,166621,153.6824726
2,4,3,7,246.24,10,35221,143.0352502
2,4,3,8,61.36,6,83511,1361.000652
2,4,3,9,10957.97,580,3353774,306.0579651
2,4,4,1,1335.57,82,358249,268.2367828
2,4,4,2,229.51,8,18246,79.49980393
2,4,4,3,126.18,2,1916,15.18465684
2,4,4,4,364.11,11,34707,95.32009558
2,4,4,5,318.83,12,40334,126.5062886
2,4,4,6,873.94,33,170727,195.3532279
2,4,4,7,241.3,12,86801,359.7223373
2,4,4,8,76.9,4,19358,251.7295189
2,4,4,9,9689.88,445,2107274,217.4716302
2,4,5,1,1685.23,82,547932,325.137815
2,4,5,2,323.48,15,38665,119.5282552
2,4,5,3,223.59,5,16820,75.22697795
2,4,5,4,349.22,3,6779,19.41183208
2,4,5,5,390.21,15,161309,413.3902258
2,4,5,6,986.77,31,230920,234.0160321
2,4,5,7,329.99,8,51133,154.9531804
2,4,5,8,115.65,5,25988,224.7124946
2,4,5,9,10932.73,441,2172831,198.74551
2,4,6,1,3057.73,116,579356,189.4725826
2,4,6,2,665.09,29,142262,213.8988708
2,4,6,3,570.12,18,110476,193.7767488
2,4,6,4,347.66,10,62709,180.3745038
2,4,6,5,722.62,37,134350,185.9206775
2,4,6,6,1508.43,41,206813,137.1048043
2,4,6,7,656.37,17,45923,69.96511114
2,4,6,8,259.31,13,74790,288.4192665
2,4,6,9,19012.21,728,3816718,200.7508859
2,4,7,1,21848.06,605,3502535,160.3133184
2,4,7,2,4430.43,153,836130,188.724345
2,4,7,3,4695.14,91,528367,112.5348765
2,4,7,4,1818.17,33,101358,55.74726236
2,4,7,5,4808.39,127,850044,176.7834972
2,4,7,6,10510.83,242,1174270,111.7200069
2,4,7,7,4635.35,135,697806,150.5400887
2,4,7,8,1853.07,49,319803,172.5800968
2,4,7,9,121293.07,3338,18245026,150.4210092
2,5,1,1,217.27,47,161646,743.9867446
2,5,1,2,24.81,1,4656,187.6662636
2,5,1,3,14.58,1,2810,192.7297668
2,5,1,4,96.11,4,43315,450.6815108
2,5,1,5,58.14,13,32595,560.629515
2,5,1,6,182.69,15,61055,334.2000109
2,5,1,7,40.3,5,35437,879.3300248
2,5,1,8,5.82,2,6656,1143.642612
2,5,1,9,1933.36,250,1001018,517.7607895
2,5,2,1,211.17,20,113635,538.1209452
2,5,2,2,27.01,5,39053,1445.871899
2,5,2,3,11.46,0,0,0
2,5,2,4,89.19,4,23893,267.8887768
2,5,2,5,58.24,10,24691,423.9526099
2,5,2,6,208.24,12,29123,139.8530542
2,5,2,7,56.58,2,1758,31.07104984
2,5,2,8,8.09,1,4834,597.5278121
2,5,2,9,1976.19,176,1044585,528.5853081
2,5,3,1,231.22,23,64911,280.7326356
2,5,3,2,32.05,1,2536,79.12636505
2,5,3,3,14.51,2,1453,100.137836
2,5,3,4,56.66,3,5473,96.59371691
2,5,3,5,48.09,7,8258,171.7196922
2,5,3,6,175.31,7,16559,94.45553591
2,5,3,7,46.96,4,7541,160.5834753
2,5,3,8,12.26,0,0,0
2,5,3,9,1710.73,101,352227,205.892806
2,5,4,1,229.87,16,70312,305.877235
2,5,4,2,30.72,1,963,31.34765625
2,5,4,3,17.05,1,2320,136.0703812
2,5,4,4,35.98,1,2762,76.76486937
2,5,4,5,51.82,4,37247,718.7765342
2,5,4,6,151.72,7,16448,108.4102294
2,5,4,7,50.32,5,17564,349.0461049
2,5,4,8,11.86,2,36323,3062.647555
2,5,4,9,1513.6,94,391430,258.6086152
2,5,5,1,290.33,17,99863,343.9637654
2,5,5,2,56.82,2,9871,173.7240408
2,5,5,3,32.05,0,0,0
2,5,5,4,41.54,0,0,0
2,5,5,5,77.17,5,49022,635.2468576
2,5,5,6,167.47,7,20196,120.5947334
2,5,5,7,81.9,6,72912,890.2564103
2,5,5,8,28.4,2,8215,289.2605634
2,5,5,9,1872.74,116,725258,387.2710574
2,5,6,1,608.43,29,81371,133.7392962
2,5,6,2,128.85,8,16730,129.8409003
2,5,6,3,96.56,3,13046,135.1077051
2,5,6,4,43.29,1,390,9.009009009
2,5,6,5,149.8,7,12686,84.68624833
2,5,6,6,265.29,11,45599,171.8835991
2,5,6,7,135.47,16,41245,304.4585517
2,5,6,8,55.22,6,70624,1278.9569
2,5,6,9,3457.83,162,764745,221.1632729
2,5,7,1,3359.9,122,604369,179.8770797
2,5,7,2,606.13,27,142803,235.597974
2,5,7,3,610.72,16,109950,180.0334032
2,5,7,4,207.66,6,36294,174.7760763
2,5,7,5,728.55,34,120719,165.6976186
2,5,7,6,1353.85,50,293518,216.8024523
2,5,7,7,736.44,18,47691,64.75883982
2,5,7,8,257.73,7,51190,198.6187095
2,5,7,9,16948.62,616,3131530,184.7660754
2,6,1,1,572.91,85,404731,706.4477841
2,6,1,2,44.41,2,2524,56.83404639
2,6,1,3,23.13,1,5192,224.4703848
2,6,1,4,197.5,8,46327,234.5670886
2,6,1,5,138.07,19,118047,854.9793583
2,6,1,6,444.98,50,355284,798.4268956
2,6,1,7,84.17,14,66584,791.0657004
2,6,1,8,30.55,3,5871,192.1767594
2,6,1,9,4295.2,484,2540690,591.5184392
2,6,2,1,503.2,51,272422,541.3791733
2,6,2,2,54.76,3,7805,142.5310446
2,6,2,3,20.94,0,0,0
2,6,2,4,155.64,8,54065,347.3721408
2,6,2,5,121.24,14,77633,640.3249753
2,6,2,6,455.65,33,155704,341.7184242
2,6,2,7,86.44,4,7725,89.36834799
2,6,2,8,35.3,3,44018,1246.968839
2,6,2,9,3990.8,284,1423093,356.5934149
2,6,3,1,507.75,35,169303,333.4377154
2,6,3,2,55.57,1,8610,154.9397157
2,6,3,3,22.76,0,0,0
2,6,3,4,106.79,3,6486,60.73602397
2,6,3,5,104.27,7,18043,173.0411432
2,6,3,6,372.07,10,53188,142.9515951
2,6,3,7,76.26,3,4736,62.10333071
2,6,3,8,35.48,2,2289,64.51521984
2,6,3,9,3470.02,224,1013321,292.0216598
2,6,4,1,455,23,67152,147.5868132
2,6,4,2,70.27,3,6864,97.68037569
2,6,4,3,28.52,0,0,0
2,6,4,4,92.99,2,32158,345.8221314
2,6,4,5,89.64,3,4864,54.26149041
2,6,4,6,285.72,10,49974,174.9055019
2,6,4,7,90.15,5,54362,603.0171936
2,6,4,8,42.98,3,6623,154.0949279
2,6,4,9,2926.5,138,597450,204.1517171
2,6,5,1,518.47,21,118651,228.8483422
2,6,5,2,96.83,4,9580,98.93628008
2,6,5,3,58.16,1,3521,60.53988996
2,6,5,4,77.26,0,0,0
2,6,5,5,122.15,12,40820,334.1792878
2,6,5,6,301.84,9,81184,268.9636894
2,6,5,7,100.55,5,11208,111.4669319
2,6,5,8,66.47,4,39787,598.5707838
2,6,5,9,3279.28,146,756142,230.5817131
2,6,6,1,992.33,44,278171,280.3210625
2,6,6,2,209.98,6,71372,339.899038
2,6,6,3,165.79,4,55283,333.4519573
2,6,6,4,80.16,4,10539,131.4745509
2,6,6,5,247.97,11,86405,348.4494092
2,6,6,6,546.95,24,80714,147.571076
2,6,6,7,199.47,4,9307,46.65864541
2,6,6,8,137.44,5,40319,293.3571013
2,6,6,9,5716.97,211,1097124,191.9065519
2,6,7,1,6871.94,219,1148035,167.0612665
2,6,7,2,1358.02,47,177092,130.4045596
2,6,7,3,1305.97,25,142010,108.7390981
2,6,7,4,417.82,9,19434,46.51285242
2,6,7,5,1507.58,51,233769,155.0624179
2,6,7,6,3172.45,55,321914,101.4717332
2,6,7,7,1369.78,54,391112,285.5290631
2,6,7,8,792.12,24,127778,161.3114175
2,6,7,9,35319.16,1037,5765190,163.231232
2,7,1,1,36.94,6,15613,422.6583649
2,7,1,2,3.06,0,0,0
2,7,1,3,2.02,0,0,0
2,7,1,4,28.33,1,3005,106.0713025
2,7,1,5,9.02,0,0,0
2,7,1,6,20.84,4,5072,243.378119
2,7,1,7,4.48,0,0,0
2,7,1,8,1.68,0,0,0
2,7,1,9,342.29,26,157981,461.541383
2,7,2,1,33.57,3,6068,180.7566279
2,7,2,2,9.92,0,0,0
2,7,2,3,1.3,0,0,0
2,7,2,4,22.69,1,1410,62.14191274
2,7,2,5,10.46,2,33342,3187.571702
2,7,2,6,24.96,1,4059,162.6201923
2,7,2,7,5.1,0,0,0
2,7,2,8,3.26,0,0,0
2,7,2,9,349.42,15,145126,415.333982
2,7,3,1,35.15,1,2200,62.58890469
2,7,3,2,8.06,0,0,0
2,7,3,3,1.96,0,0,0
2,7,3,4,18.8,1,1588,84.46808511
2,7,3,5,5.05,0,0,0
2,7,3,6,18.54,1,31442,1695.900755
2,7,3,7,8.4,1,2800,333.3333333
2,7,3,8,0.35,0,0,0
2,7,3,9,292.05,13,23491,80.43485705
2,7,4,1,27.49,1,1329,48.34485267
2,7,4,2,4.95,0,0,0
2,7,4,3,2.11,0,0,0
2,7,4,4,8.96,0,0,0
2,7,4,5,6.14,1,1916,312.0521173
2,7,4,6,17.98,0,0,0
2,7,4,7,2.68,0,0,0
2,7,4,8,1.64,0,0,0
2,7,4,9,258.15,5,15880,61.51462328
2,7,5,1,38.56,3,12590,326.5041494
2,7,5,2,10.75,0,0,0
2,7,5,3,3.11,0,0,0
2,7,5,4,8.92,0,0,0
2,7,5,5,4.96,0,0,0
2,7,5,6,17.21,0,0,0
2,7,5,7,6.31,0,0,0
2,7,5,8,2.5,0,0,0
2,7,5,9,267.12,8,11642,43.58340821
2,7,6,1,63.98,2,6574,102.7508596
2,7,6,2,16.87,4,7333,434.6769413
2,7,6,3,6.9,0,0,0
2,7,6,4,8.68,0,0,0
2,7,6,5,11.99,0,0,0
2,7,6,6,24.08,0,0,0
2,7,6,7,13.38,0,0,0
2,7,6,8,6.54,0,0,0
2,7,6,9,453.04,9,81464,179.8163518
2,7,7,1,420.95,7,16802,39.91447915
2,7,7,2,126.12,1,6020,47.73231843
2,7,7,3,39.14,1,1012,25.85590189
2,7,7,4,59.08,1,3580,60.5958023
2,7,7,5,81.78,3,3065,37.47860112
2,7,7,6,193.89,3,32827,169.3073392
2,7,7,7,71.27,1,603,8.460782938
2,7,7,8,31.36,1,1021,32.55739796
2,7,7,9,2873.7,69,381570,132.7800397
3,1,1,1,213.38,53,244561,1146.128972
3,1,1,2,76.97,26,187544,2436.585683
3,1,1,3,60.42,8,18624,308.2423039
3,1,1,4,60.89,10,81052,1331.121695
3,1,1,5,53.3,10,52745,989.587242
3,1,1,6,104.58,13,168471,1610.929432
3,1,1,7,24.92,4,5100,204.6548957
3,1,1,8,12.91,3,42372,3282.106894
3,1,1,9,2375.34,456,1911772,804.8414122
3,1,2,1,276.13,28,106668,386.2963097
3,1,2,2,73.41,14,30232,411.8240022
3,1,2,3,69.26,14,61941,894.3257291
3,1,2,4,73.29,5,66851,912.1435394
3,1,2,5,52.25,7,57304,1096.727273
3,1,2,6,139.64,9,59193,423.8971641
3,1,2,7,42.93,3,5646,131.5164221
3,1,2,8,13.03,0,0,0
3,1,2,9,2472.22,297,1413344,571.6902217
3,1,3,1,299.1,36,196119,655.6970913
3,1,3,2,87.6,11,55966,638.8812785
3,1,3,3,67.91,6,13026,191.8126933
3,1,3,4,65.39,2,2186,33.4301881
3,1,3,5,60.44,8,23091,382.0483124
3,1,3,6,135.85,6,74018,544.8509385
3,1,3,7,48.67,2,3044,62.54366139
3,1,3,8,16.35,3,12589,769.969419
3,1,3,9,2411.79,256,1266725,525.2219306
3,1,4,1,336.16,29,98220,292.1822941
3,1,4,2,119.03,9,61145,513.6940267
3,1,4,3,75.71,3,16285,215.097081
3,1,4,4,44.78,0,0,0
3,1,4,5,69.52,11,67180,966.3406214
3,1,4,6,115.91,10,25912,223.5527564
3,1,4,7,59.11,2,3783,63.9993233
3,1,4,8,18.65,0,0,0
3,1,4,9,2419.59,209,905418,374.2030675
3,1,5,1,480.43,41,129476,269.5002394
3,1,5,2,164.22,16,133759,814.5110218
3,1,5,3,123.44,7,48811,395.4228775
3,1,5,4,50.82,2,4868,95.78905943
3,1,5,5,102.56,3,13127,127.9933697
3,1,5,6,159.79,15,44864,280.7685087
3,1,5,7,73.37,9,56128,764.9993185
3,1,5,8,32.92,2,1512,45.92952612
3,1,5,9,3214.83,274,1088795,338.6788726
3,1,6,1,1110.72,84,399470,359.6495967
3,1,6,2,327.3,32,100742,307.797128
3,1,6,3,300.23,47,234344,780.5482463
3,1,6,4,52.79,2,6842,129.6078803
3,1,6,5,209.45,23,67428,321.9288613
3,1,6,6,303.79,20,70487,232.0254123
3,1,6,7,184.93,16,90830,491.1588168
3,1,6,8,62.38,2,62884,1008.079513
3,1,6,9,6151.48,625,3050824,495.9495926
3,1,7,1,4918.02,236,1326307,269.6831245
3,1,7,2,1398.19,72,342421,244.9030532
3,1,7,3,2349.67,45,142660,60.7149089
3,1,7,4,252.36,15,25307,100.2813441
3,1,7,5,881.09,52,195295,221.6515906
3,1,7,6,1520.51,58,307753,202.401168
3,1,7,7,867.16,45,110181,127.0595968
3,1,7,8,306,7,68657,224.369281
3,1,7,9,26905.35,1481,6783057,252.1081123
3,2,1,1,230.25,30,169977,738.228013
3,2,1,2,52.01,6,49480,951.3555086
3,2,1,3,42.02,6,19600,466.4445502
3,2,1,4,72.26,10,15713,217.4508719
3,2,1,5,63.55,10,45597,717.498033
3,2,1,6,140.48,10,24925,177.4273918
3,2,1,7,41.12,7,29069,706.9309339
3,2,1,8,15.44,4,19159,1240.867876
3,2,1,9,2136.64,283,1188075,556.0482814
3,2,2,1,304.17,33,230024,756.2350002
3,2,2,2,74.05,9,25481,344.1053342
3,2,2,3,44.9,3,7212,160.623608
3,2,2,4,74.01,1,700,9.458181327
3,2,2,5,71.95,7,12796,177.8457262
3,2,2,6,201.2,13,30337,150.7803181
3,2,2,7,49.51,4,35898,725.0656433
3,2,2,8,11.53,1,5716,495.7502168
3,2,2,9,2535.1,241,1050750,414.4806911
3,2,3,1,346.82,28,127469,367.5364743
3,2,3,2,74.87,13,71451,954.3341792
3,2,3,3,49.48,6,18584,375.5860954
3,2,3,4,67.62,4,11510,170.2159125
3,2,3,5,75.8,11,59922,790.5277045
3,2,3,6,211.42,12,52349,247.6066597
3,2,3,7,58.59,6,19142,326.7110428
3,2,3,8,21.15,1,309,14.60992908
3,2,3,9,2607.48,222,986926,378.4980134
3,2,4,1,398.7,30,121008,303.5063958
3,2,4,2,115.52,13,31036,268.6634349
3,2,4,3,61.44,5,15124,246.1588542
3,2,4,4,46.99,2,4809,102.3409236
3,2,4,5,81.79,9,79729,974.8013205
3,2,4,6,178.98,16,57389,320.6447648
3,2,4,7,73.74,4,13266,179.9023596
3,2,4,8,21.73,2,6506,299.4017487
3,2,4,9,2804.47,185,983263,350.6056403
3,2,5,1,577.94,44,164565,284.7440911
3,2,5,2,186.56,17,37312,200
3,2,5,3,99.25,5,70395,709.2695214
3,2,5,4,37.92,2,3340,88.08016878
3,2,5,5,114.6,12,36371,317.3734729
3,2,5,6,231.48,8,12793,55.2661137
3,2,5,7,112.71,3,7993,70.9165114
3,2,5,8,49.52,1,7647,154.4224556
3,2,5,9,3785.59,255,1135808,300.0346049
3,2,6,1,1204.54,64,297189,246.7240606
3,2,6,2,348.05,20,87441,251.231145
3,2,6,3,318.67,21,132964,417.2466815
3,2,6,4,59.64,2,2113,35.42924212
3,2,6,5,233.04,14,55184,236.8005493
3,2,6,6,401.81,21,79575,198.0413628
3,2,6,7,229.04,16,63658,277.9339853
3,2,6,8,113.66,5,69056,607.5664262
3,2,6,9,7232.56,477,2168736,299.8573119
3,2,7,1,6206.24,291,1529817,246.4965905
3,2,7,2,1778.53,97,442424,248.7582442
3,2,7,3,1574.59,60,408143,259.2058885
3,2,7,4,257.82,12,34524,133.9073772
3,2,7,5,1214.18,67,253711,208.9566621
3,2,7,6,1992.86,65,250177,125.5366659
3,2,7,7,1295.2,52,296108,228.6195182
3,2,7,8,502.83,27,92809,184.573315
3,2,7,9,33844.51,1504,7698320,227.461411
3,3,1,1,252.96,35,165902,655.842821
3,3,1,2,55.7,6,15001,269.3177738
3,3,1,3,42.39,5,19085,450.2241095
3,3,1,4,61.57,7,47058,764.3007958
3,3,1,5,76.42,18,103398,1353.022769
3,3,1,6,171.47,18,101601,592.5293054
3,3,1,7,37.76,5,7103,188.1091102
3,3,1,8,14.17,1,31442,2218.913197
3,3,1,9,2164.34,294,1266124,584.9931157
3,3,2,1,354.49,43,270211,762.2528139
3,3,2,2,56.21,7,45695,812.9336417
3,3,2,3,33.16,1,6939,209.2581423
3,3,2,4,72.74,5,12904,177.3989552
3,3,2,5,88.73,11,26769,301.6905218
3,3,2,6,257.15,19,67830,263.7760062
3,3,2,7,55.78,6,21727,389.51237
3,3,2,8,26.57,2,7009,263.7937524
3,3,2,9,2691.01,234,1261608,468.8232299
3,3,3,1,388.74,25,131184,337.4594845
3,3,3,2,71.36,7,44201,619.4086323
3,3,3,3,38.48,1,4375,113.6954262
3,3,3,4,71.03,2,5964,83.96452203
3,3,3,5,86.96,11,42621,490.1218951
3,3,3,6,250.19,20,173266,692.5376714
3,3,3,7,75,6,39333,524.44
3,3,3,8,34.92,5,22418,641.9816724
3,3,3,9,2786.03,190,858717,308.2224527
3,3,4,1,449.5,29,195168,434.189099
3,3,4,2,106.66,7,51072,478.8299269
3,3,4,3,50.85,3,34954,687.394297
3,3,4,4,49.51,2,11339,229.0244395
3,3,4,5,93.52,3,4737,50.65226689
3,3,4,6,229.73,14,69250,301.4408218
3,3,4,7,93.86,6,23703,252.5356915
3,3,4,8,35.25,2,33142,940.1985816
3,3,4,9,2823.71,174,804353,284.8568019
3,3,5,1,623.39,41,164990,264.665779
3,3,5,2,165.36,8,49197,297.5145138
3,3,5,3,107.24,6,9345,87.14099217
3,3,5,4,53.95,2,4256,78.88785913
3,3,5,5,115.89,13,33965,293.0796445
3,3,5,6,289.39,14,64812,223.960745
3,3,5,7,130.94,9,58316,445.364289
3,3,5,8,68.28,3,5923,86.74575278
3,3,5,9,3795.31,233,1102967,290.6131515
3,3,6,1,1211.8,55,204035,168.373494
3,3,6,2,331.56,27,160170,483.0799855
3,3,6,3,244.41,21,112398,459.8748005
3,3,6,4,69.85,4,7558,108.2032928
3,3,6,5,285.97,13,72538,253.6559779
3,3,6,6,501.96,17,79132,157.6460276
3,3,6,7,260.81,16,66095,253.4220314
3,3,6,8,140.81,11,99429,706.1217243
3,3,6,9,6982.23,418,2296256,328.8714351
3,3,7,1,6637.23,243,1109910,167.2248815
3,3,7,2,1681.52,71,377529,224.5165089
3,3,7,3,1688.25,47,211505,125.280616
3,3,7,4,319.83,6,49844,155.8452928
3,3,7,5,1402.18,55,204355,145.7409177
3,3,7,6,2650.35,76,436313,164.6246722
3,3,7,7,1414.4,56,314402,222.2864819
3,3,7,8,821.8,32,244466,297.4762716
3,3,7,9,36595.09,1462,7765626,212.2040416
3,4,1,1,559.52,82,333333,595.7481413
3,4,1,2,79.18,9,83389,1053.157363
3,4,1,3,52.97,5,10472,197.6968095
3,4,1,4,139.86,4,13468,96.2962963
3,4,1,5,125.06,21,139195,1113.025748
3,4,1,6,395.86,34,101041,255.2442783
3,4,1,7,65.27,4,13716,210.1424851
3,4,1,8,25.95,3,14203,547.3217726
3,4,1,9,4174.3,477,2028574,485.9674676
3,4,2,1,759.38,75,461748,608.0592062
3,4,2,2,95.99,9,12058,125.6172518
3,4,2,3,61.91,2,10300,166.3705379
3,4,2,4,162.43,7,38966,239.8941082
3,4,2,5,171.4,17,79870,465.9859977
3,4,2,6,581.13,31,233888,402.4710478
3,4,2,7,141.7,11,85892,606.1538462
3,4,2,8,33.05,3,13031,394.2813918
3,4,2,9,5179.78,407,2133862,411.9599674
3,4,3,1,882.28,67,325944,369.4337399
3,4,3,2,140.89,6,22634,160.6501526
3,4,3,3,80.68,1,3416,42.34010907
3,4,3,4,120.58,3,70053,580.9669929
3,4,3,5,168.89,12,23087,136.6984428
3,4,3,6,566.4,24,143467,253.2962571
3,4,3,7,141.85,13,34102,240.4088826
3,4,3,8,59.83,5,41928,700.7855591
3,4,3,9,5273.39,323,1769366,335.5272415
3,4,4,1,930.38,53,294693,316.744771
3,4,4,2,186.23,13,91535,491.5158675
3,4,4,3,103.32,2,12215,118.2249322
3,4,4,4,95.19,3,36777,386.3536086
3,4,4,5,202.06,16,71636,354.5283579
3,4,4,6,507.25,21,47506,93.65401676
3,4,4,7,153.52,9,81848,533.1422616
3,4,4,8,80.05,2,7466,93.26670831
3,4,4,9,5361.38,290,1551046,289.2997698
3,4,5,1,1240.15,72,441578,356.0682176
3,4,5,2,271.62,16,87667,322.7560563
3,4,5,3,229.54,14,83355,363.1393221
3,4,5,4,95.75,2,8741,91.28981723
3,4,5,5,262.73,18,44435,169.1280021
3,4,5,6,575.18,17,65613,114.0738551
3,4,5,7,240.02,14,28430,118.4484626
3,4,5,8,132.37,2,7701,58.17783486
3,4,5,9,7316.31,332,2030248,277.4961695
3,4,6,1,2278.6,101,444371,195.0193101
3,4,6,2,587.8,31,122651,208.6611092
3,4,6,3,504.36,14,103196,204.6078198
3,4,6,4,124.82,2,31519,252.5156225
3,4,6,5,520.21,26,116043,223.0695296
3,4,6,6,969.68,40,193661,199.7164013
3,4,6,7,483.93,22,64380,133.0357696
3,4,6,8,317.12,15,150041,473.1363522
3,4,6,9,13375.57,616,3207923,239.8344893
3,4,7,1,14598.67,444,2526990,173.0972753
3,4,7,2,3769.94,118,775364,205.6701168
3,4,7,3,3657.95,104,731869,200.0762722
3,4,7,4,639.63,8,13695,21.41081563
3,4,7,5,3018.7,95,485071,160.6887071
3,4,7,6,6256.55,150,730785,116.8031903
3,4,7,7,2890.19,115,676893,234.2036337
3,4,7,8,2160,55,380519,176.1662037
3,4,7,9,79614.96,2548,13203616,165.8434043
3,5,1,1,66.18,11,86991,1314.460562
3,5,1,2,12.2,2,4206,344.7540984
3,5,1,3,10.46,0,0,0
3,5,1,4,12.55,1,31442,2505.338645
3,5,1,5,16.22,1,617,38.03945746
3,5,1,6,45.16,1,1606,35.56244464
3,5,1,7,10.26,4,8787,856.4327485
3,5,1,8,8.14,0,0,0
3,5,1,9,582.17,82,288772,496.0269337
3,5,2,1,95.88,4,40620,423.6545682
3,5,2,2,14.67,1,1234,84.11724608
3,5,2,3,9.1,0,0,0
3,5,2,4,14.04,0,0,0
3,5,2,5,23.38,5,10834,463.3875107
3,5,2,6,64.73,6,80041,1236.536382
3,5,2,7,15.78,0,0,0
3,5,2,8,7.15,0,0,0
3,5,2,9,682.07,66,251890,369.302271
3,5,3,1,106.06,9,52060,490.8542335
3,5,3,2,25.79,3,5523,214.1527724
3,5,3,3,12.55,1,901,71.79282869
3,5,3,4,12.61,1,2693,213.5606661
3,5,3,5,28.41,1,1300,45.75853573
3,5,3,6,69.25,4,10121,146.1516245
3,5,3,7,24.06,0,0,0
3,5,3,8,7.05,0,0,0
3,5,3,9,696.56,44,270042,387.6794533
3,5,4,1,122.77,6,40268,327.9954386
3,5,4,2,28.66,1,1100,38.38101884
3,5,4,3,18.5,1,1855,100.2702703
3,5,4,4,10,0,0,0
3,5,4,5,29.15,0,0,0
3,5,4,6,71.37,4,11034,154.6027743
3,5,4,7,22.78,1,3056,134.1527656
3,5,4,8,10.62,2,32355,3046.610169
3,5,4,9,741.23,44,249540,336.6566383
3,5,5,1,186.4,6,97634,523.7875536
3,5,5,2,39.3,2,32030,815.0127226
3,5,5,3,31.63,2,6342,200.5058489
3,5,5,4,5.84,0,0,0
3,5,5,5,33.94,5,13825,407.3364761
3,5,5,6,88.3,2,32833,371.8346546
3,5,5,7,36.43,4,3897,106.9722756
3,5,5,8,29.33,1,31442,1072.008183
3,5,5,9,1017.94,56,268945,264.2051594
3,5,6,1,359.83,15,218411,606.9838535
3,5,6,2,79.26,10,50649,639.0234671
3,5,6,3,73.62,5,8906,120.9725618
3,5,6,4,13.33,0,0,0
3,5,6,5,83.2,6,49166,590.9375
3,5,6,6,138.19,4,18433,133.3888125
3,5,6,7,79.55,3,12478,156.8573224
3,5,6,8,54.94,2,4486,81.65271205
3,5,6,9,1941.76,89,319443,164.5120921
3,5,7,1,1855.3,65,358790,193.3865143
3,5,7,2,457.25,25,217118,474.8343357
3,5,7,3,442.87,16,74000,167.0919231
3,5,7,4,61.12,2,3887,63.59620419
3,5,7,5,367.21,21,109371,297.843196
3,5,7,6,633.37,19,145079,229.058844
3,5,7,7,386.49,14,41905,108.4245388
3,5,7,8,252.47,13,92133,364.9265259
3,5,7,9,9545.23,396,1983959,207.8482132
3,6,1,1,187.75,35,171592,913.9387483
3,6,1,2,24.04,4,15092,627.7870216
3,6,1,3,13.61,2,32158,2362.821455
3,6,1,4,33.47,1,4487,134.0603526
3,6,1,5,41.84,8,13586,324.7131931
3,6,1,6,136.14,19,42561,312.6267078
3,6,1,7,30.6,1,556,18.16993464
3,6,1,8,15.77,4,4684,297.0196576
3,6,1,9,1238.84,140,720084,581.2566595
3,6,2,1,259.57,30,142441,548.7575606
3,6,2,2,29.78,1,2640,88.65010074
3,6,2,3,16.41,0,0,0
3,6,2,4,37.07,1,9869,266.2260588
3,6,2,5,58.8,4,11865,201.7857143
3,6,2,6,209.75,8,80833,385.3778308
3,6,2,7,48.04,6,17574,365.8201499
3,6,2,8,26.94,2,9713,360.5419451
3,6,2,9,1626.78,125,470051,288.9456472
3,6,3,1,299.91,19,169849,566.3332333
3,6,3,2,28.45,0,0,0
3,6,3,3,22.83,0,0,0
3,6,3,4,30.88,0,0,0
3,6,3,5,54.01,4,4943,91.52008887
3,6,3,6,181.06,11,42891,236.8883243
3,6,3,7,46.17,0,0,0
3,6,3,8,38.09,3,3450,90.57495406
3,6,3,9,1632.96,92,403488,247.0899471
3,6,4,1,300.59,17,117401,390.5685485
3,6,4,2,44.31,5,12173,274.7235387
3,6,4,3,28,0,0,0
3,6,4,4,19.33,0,0,0
3,6,4,5,53.55,3,5949,111.092437
3,6,4,6,163.02,7,25358,155.5514661
3,6,4,7,58.78,5,43236,735.5563117
